name (hist_projects),id (hist_projects),project_id,Id (Hist Views),username,action_view,created_at_local,Name (Hist Views),Name (Hist Workbooks),Site,Action,Created At,Number of Records,tz_offset_days
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:07:36,카드,재무현황,Default,Access View ,2021-09-24 오전 1:07:36,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:07:40,카드,재무현황,Default,Access View ,2021-09-24 오전 1:07:40,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:07:48,카드,재무현황,Default,Access View ,2021-09-24 오전 1:07:48,1,0.375
EIS,4,4,606,admin,Access View,2021-09-24 오전 10:09:05,HR 현황,HR_인사통계,Default,Access View ,2021-09-24 오전 1:09:05,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오전 10:09:10,카드,영업현황,Default,Access View ,2021-09-24 오전 1:09:10,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오전 10:09:12,카드,영업현황,Default,Access View ,2021-09-24 오전 1:09:12,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오전 10:09:17,카드,영업현황,Default,Access View ,2021-09-24 오전 1:09:17,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:09:30,카드,재무현황,Default,Access View ,2021-09-24 오전 1:09:30,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:09:32,카드,재무현황,Default,Access View ,2021-09-24 오전 1:09:32,1,0.375
EIS,4,4,642,admin,Access View,2021-09-24 오전 10:09:55,재무제표 및 부문별 정보,경영현황,Default,Access View ,2021-09-24 오전 1:09:55,1,0.375
EIS,4,4,644,admin,Access View,2021-09-24 오전 10:09:59,카드지표,경영현황,Default,Access View ,2021-09-24 오전 1:09:59,1,0.375
EIS,4,4,644,admin,Access View,2021-09-24 오전 10:10:03,카드지표,경영현황,Default,Access View ,2021-09-24 오전 1:10:03,1,0.375
EIS,4,4,644,admin,Access View,2021-09-24 오전 10:14:06,카드지표,경영현황,Default,Access View ,2021-09-24 오전 1:14:06,1,0.375
EIS,4,4,609,admin,Access View,2021-09-24 오전 10:31:15,HR추이(월별),HR_인사통계,Default,Access View ,2021-09-24 오전 1:31:15,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오전 10:33:07,카드,영업현황,Default,Access View ,2021-09-24 오전 1:33:07,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오전 10:33:09,카드,영업현황,Default,Access View ,2021-09-24 오전 1:33:09,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오전 10:33:14,카드,영업현황,Default,Access View ,2021-09-24 오전 1:33:14,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:33:22,카드,재무현황,Default,Access View ,2021-09-24 오전 1:33:22,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:33:27,카드,재무현황,Default,Access View ,2021-09-24 오전 1:33:27,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:33:20,카드,재무현황,Default,Access View ,2021-09-24 오전 1:33:20,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오전 10:47:35,카드,재무현황,Default,Access View ,2021-09-24 오전 1:47:35,1,0.375
기본값,3,1,152,admin,Access View,2021-09-24 오전 10:51:12,주요 재무 현황 및 지표,주요 재무 현황 및 지표,Default,Access View ,2021-09-24 오전 1:51:12,1,0.375
기본값,3,1,306,admin,Access View,2021-09-24 오전 10:52:03,카드,"수주, 공급, 판매",Default,Access View ,2021-09-24 오전 1:52:03,1,0.375
기본값,3,1,306,admin,Access View,2021-09-24 오전 10:52:19,카드,"수주, 공급, 판매",Default,Access View ,2021-09-24 오전 1:52:19,1,0.375
기본값,3,1,306,admin,Access View,2021-09-24 오전 10:52:29,카드,"수주, 공급, 판매",Default,Access View ,2021-09-24 오전 1:52:29,1,0.375
EIS,4,4,643,admin,Access View,2021-09-24 오전 10:53:10,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 1:53:10,1,0.375
EIS,4,4,654,admin,Access View,2021-09-24 오전 10:56:25,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 1:56:25,1,0.375
기본값,3,1,152,admin,Access View,2021-09-24 오전 10:56:36,주요 재무 현황 및 지표,주요 재무 현황 및 지표,Default,Access View ,2021-09-24 오전 1:56:36,1,0.375
EIS,4,4,643,admin,Access View,2021-09-24 오전 10:58:00,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 1:58:00,1,0.375
EIS,4,4,642,admin,Access View,2021-09-24 오전 10:58:05,재무제표 및 부문별 정보,경영현황,Default,Access View ,2021-09-24 오전 1:58:05,1,0.375
EIS,4,4,606,admin,Access View,2021-09-24 오전 11:00:23,HR 현황,HR_인사통계,Default,Access View ,2021-09-24 오전 2:00:23,1,0.375
EIS,4,4,661,admin,Access View,2021-09-24 오전 11:07:28,HR추이(월별),HR_인사통계,Default,Access View ,2021-09-24 오전 2:07:28,1,0.375
기본값,3,1,305,admin,Access View,2021-09-24 오전 11:07:42,자금,재무현황,Default,Access View ,2021-09-24 오전 2:07:42,1,0.375
EIS,4,4,657,admin,Access View,2021-09-24 오전 11:09:54,자금,재무현황,Default,Access View ,2021-09-24 오전 2:09:54,1,0.375
기본값,3,1,305,admin,Access View,2021-09-24 오전 11:10:48,자금,재무현황,Default,Access View ,2021-09-24 오전 2:10:48,1,0.375
EIS,4,4,681,admin,Access View,2021-09-24 오전 11:12:45,HR추이(월별),HR_인사통계_개발_0924,Default,Access View ,2021-09-24 오전 2:12:45,1,0.375
EIS,4,4,685,admin,Access View,2021-09-24 오전 11:13:11,HR추이(월별),HR_인사통계,Default,Access View ,2021-09-24 오전 2:13:11,1,0.375
EIS,4,4,643,admin,Access View,2021-09-24 오전 11:26:45,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 2:26:45,1,0.375
EIS,4,4,643,admin,Access View,2021-09-24 오후 1:03:43,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 4:03:43,1,0.375
EIS,4,4,654,admin,Access View,2021-09-24 오후 1:38:48,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 4:38:48,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오후 2:10:40,카드,재무현황,Default,Access View ,2021-09-24 오전 5:10:40,1,0.375
EIS,4,4,657,admin,Access View,2021-09-24 오후 2:11:01,자금,재무현황,Default,Access View ,2021-09-24 오전 5:11:01,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오후 3:38:22,카드,영업현황,Default,Access View ,2021-09-24 오전 6:38:22,1,0.375
기본값,3,1,688,admin,Access View,2021-09-24 오후 3:39:15,카드,영업현황,Default,Access View ,2021-09-24 오전 6:39:15,1,0.375
기본값,3,1,691,admin,Access View,2021-09-24 오후 3:43:51,카드,영업현황,Default,Access View ,2021-09-24 오전 6:43:51,1,0.375
기본값,3,1,692,admin,Access View,2021-09-24 오후 3:43:54,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 6:43:54,1,0.375
기본값,3,1,306,admin,Access View,2021-09-24 오후 3:56:55,카드,"수주, 공급, 판매",Default,Access View ,2021-09-24 오전 6:56:55,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오후 3:57:02,카드,영업현황,Default,Access View ,2021-09-24 오전 6:57:02,1,0.375
EIS,4,4,656,admin,Access View,2021-09-24 오후 3:57:10,카드,재무현황,Default,Access View ,2021-09-24 오전 6:57:10,1,0.375
EIS,4,4,653,admin,Access View,2021-09-24 오후 4:17:21,카드,영업현황,Default,Access View ,2021-09-24 오전 7:17:21,1,0.375
EIS,4,4,654,admin,Access View,2021-09-24 오후 4:17:24,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 7:17:24,1,0.375
기본값,3,1,695,admin,Access View,2021-09-24 오후 4:17:56,현황(부문),영업현황(210924),Default,Access View ,2021-09-24 오전 7:17:56,1,0.375
기본값,3,1,696,admin,Access View,2021-09-24 오후 4:18:00,현황(팀),영업현황(210924),Default,Access View ,2021-09-24 오전 7:18:00,1,0.375
기본값,3,1,695,admin,Access View,2021-09-24 오후 4:18:02,현황(부문),영업현황(210924),Default,Access View ,2021-09-24 오전 7:18:02,1,0.375
EIS,4,4,643,admin,Access View,2021-09-24 오후 4:27:38,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 7:27:38,1,0.375
EIS,4,4,642,admin,Access View,2021-09-24 오후 4:27:49,재무제표 및 부문별 정보,경영현황,Default,Access View ,2021-09-24 오전 7:27:49,1,0.375
EIS,4,4,643,admin,Access View,2021-09-24 오후 4:27:50,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 7:27:50,1,0.375
EIS,4,4,642,admin,Access View,2021-09-24 오후 4:28:15,재무제표 및 부문별 정보,경영현황,Default,Access View ,2021-09-24 오전 7:28:15,1,0.375
EIS,4,4,654,admin,Access View,2021-09-24 오후 4:30:34,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 7:30:34,1,0.375
EIS,4,4,655,admin,Access View,2021-09-24 오후 4:30:40,현황(팀),영업현황,Default,Access View ,2021-09-24 오전 7:30:40,1,0.375
EIS,4,4,643,admin,Access View,2021-09-24 오후 4:31:19,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 7:31:19,1,0.375
EIS,4,4,654,admin,Access View,2021-09-24 오후 4:31:50,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 7:31:50,1,0.375
EIS,4,4,655,admin,Access View,2021-09-24 오후 4:32:05,현황(팀),영업현황,Default,Access View ,2021-09-24 오전 7:32:05,1,0.375
EIS,4,4,654,admin,Access View,2021-09-24 오후 4:44:13,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 7:44:13,1,0.375
기본값,3,1,697,admin,Access View,2021-09-24 오후 4:45:55,카드,재무현황1,Default,Access View ,2021-09-24 오전 7:45:55,1,0.375
기본값,3,1,698,admin,Access View,2021-09-24 오후 4:46:02,자금,재무현황1,Default,Access View ,2021-09-24 오전 7:46:02,1,0.375
기본값,3,1,305,admin,Access View,2021-09-24 오후 5:17:01,자금,재무현황,Default,Access View ,2021-09-24 오전 8:17:01,1,0.375
EIS,4,4,701,admin,Access View,2021-09-24 오후 5:39:34,주요 재무 현황 및 지표,경영현황,Default,Access View ,2021-09-24 오전 8:39:34,1,0.375
EIS,4,4,707,admin,Access View,2021-09-24 오후 5:41:30,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-24 오전 8:41:30,1,0.375
EIS,4,4,707,admin,Access View,2021-09-24 오후 5:42:25,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-24 오전 8:42:25,1,0.375
EIS,4,4,711,admin,Access View,2021-09-24 오후 5:43:04,카드,재무현황,Default,Access View ,2021-09-24 오전 8:43:04,1,0.375
EIS,4,4,712,admin,Access View,2021-09-24 오후 5:43:09,자금,재무현황,Default,Access View ,2021-09-24 오전 8:43:09,1,0.375
EIS,4,4,713,admin,Access View,2021-09-24 오후 5:43:57,카드,영업현황,Default,Access View ,2021-09-24 오전 8:43:57,1,0.375
EIS,4,4,714,admin,Access View,2021-09-24 오후 5:44:03,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 8:44:03,1,0.375
EIS,4,4,715,admin,Access View,2021-09-24 오후 5:44:06,현황(팀),영업현황,Default,Access View ,2021-09-24 오전 8:44:06,1,0.375
EIS,4,4,714,admin,Access View,2021-09-24 오후 5:44:07,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 8:44:07,1,0.375
EIS,4,4,715,admin,Access View,2021-09-24 오후 5:44:09,현황(팀),영업현황,Default,Access View ,2021-09-24 오전 8:44:09,1,0.375
EIS,4,4,714,admin,Access View,2021-09-24 오후 5:44:10,현황(부문),영업현황,Default,Access View ,2021-09-24 오전 8:44:10,1,0.375
EIS,4,4,707,admin,Access View,2021-09-24 오후 5:52:32,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-24 오전 8:52:32,1,0.375
EIS,4,4,717,admin,Access View,2021-09-24 오후 5:55:22,HR추이(월별),HR_인사통계,Default,Access View ,2021-09-24 오전 8:55:22,1,0.375
EIS,4,4,712,admin,Access View,2021-09-24 오후 6:09:46,자금,재무 현황,Default,Access View ,2021-09-24 오전 9:09:46,1,0.375
EIS,4,4,714,admin,Access View,2021-09-24 오후 6:09:53,현황(부문),영업 현황,Default,Access View ,2021-09-24 오전 9:09:53,1,0.375
EIS,4,4,707,admin,Access View,2021-09-24 오후 6:10:00,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-24 오전 9:10:00,1,0.375
EIS,4,4,707,admin,Access View,2021-09-24 오후 6:11:27,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-24 오전 9:11:27,1,0.375
EIS,4,4,707,admin,Access View,2021-09-24 오후 6:13:34,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-24 오전 9:13:34,1,0.375
EIS,4,4,716,admin,Access View,2021-09-27 오전 9:24:56,HR현황,HR_인사통계,Default,Access View ,2021-09-27 오전 12:24:56,1,0.375
EIS,4,4,705,admin,Access View,2021-09-27 오전 9:35:42,카드지표,경영 현황,Default,Access View ,2021-09-27 오전 12:35:42,1,0.375
EIS,4,4,706,admin,Access View,2021-09-27 오전 9:35:49,카드지표ver2,경영 현황,Default,Access View ,2021-09-27 오전 12:35:49,1,0.375
EIS,4,4,707,admin,Access View,2021-09-27 오전 9:35:53,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-27 오전 12:35:53,1,0.375
EIS,4,4,708,admin,Access View,2021-09-27 오전 9:36:09,재무제표 및 부문별 정보,경영 현황,Default,Access View ,2021-09-27 오전 12:36:09,1,0.375
EIS,4,4,710,admin,Access View,2021-09-27 오전 9:36:33,판매 및 일반관리비,경영 현황,Default,Access View ,2021-09-27 오전 12:36:33,1,0.375
EIS,4,4,709,admin,Access View,2021-09-27 오전 9:36:38,매출손익2,경영 현황,Default,Access View ,2021-09-27 오전 12:36:38,1,0.375
EIS,4,4,707,admin,Access View,2021-09-27 오전 9:36:44,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-27 오전 12:36:44,1,0.375
EIS,4,4,707,admin,Access View,2021-09-27 오전 9:46:16,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-27 오전 12:46:16,1,0.375
EIS,4,4,706,admin,Access View,2021-09-27 오전 9:50:21,카드지표ver2,경영 현황,Default,Access View ,2021-09-27 오전 12:50:21,1,0.375
EIS,4,4,712,admin,Access View,2021-09-27 오전 10:01:20,자금,재무 현황,Default,Access View ,2021-09-27 오전 1:01:20,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오전 10:01:29,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 1:01:29,1,0.375
EIS,4,4,715,admin,Access View,2021-09-27 오전 10:01:35,현황(팀),영업 현황,Default,Access View ,2021-09-27 오전 1:01:35,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오전 10:01:39,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 1:01:39,1,0.375
EIS,4,4,715,admin,Access View,2021-09-27 오전 10:01:42,현황(팀),영업 현황,Default,Access View ,2021-09-27 오전 1:01:42,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오전 10:01:44,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 1:01:44,1,0.375
EIS,4,4,715,admin,Access View,2021-09-27 오전 10:01:46,현황(팀),영업 현황,Default,Access View ,2021-09-27 오전 1:01:46,1,0.375
EIS,4,4,715,admin,Access View,2021-09-27 오전 10:07:51,현황(팀),영업 현황,Default,Access View ,2021-09-27 오전 1:07:51,1,0.375
EIS,4,4,715,admin,Access View,2021-09-27 오전 10:08:30,현황(팀),영업 현황,Default,Access View ,2021-09-27 오전 1:08:30,1,0.375
EIS,4,4,707,admin,Access View,2021-09-27 오전 10:18:46,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-27 오전 1:18:46,1,0.375
EIS,4,4,707,admin,Access View,2021-09-27 오전 10:19:05,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-27 오전 1:19:05,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오전 10:19:19,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 1:19:19,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오전 10:19:36,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 1:19:36,1,0.375
EIS,4,4,707,admin,Access View,2021-09-27 오전 10:20:25,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-27 오전 1:20:25,1,0.375
EIS,4,4,707,admin,Access View,2021-09-27 오전 10:22:51,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-09-27 오전 1:22:51,1,0.375
EIS,4,4,721,admin,Access View,2021-09-27 오전 10:27:33,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:27:33,1,0.375
EIS,4,4,721,admin,Access View,2021-09-27 오전 10:28:01,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:28:01,1,0.375
EIS,4,4,721,admin,Access View,2021-09-27 오전 10:30:30,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:30:30,1,0.375
EIS,4,4,716,admin,Access View,2021-09-27 오전 10:32:56,HR현황,HR_인사통계,Default,Access View ,2021-09-27 오전 1:32:56,1,0.375
EIS,4,4,721,admin,Access View,2021-09-27 오전 10:35:30,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:35:30,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:36:45,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:36:45,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:38:44,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:38:44,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:40:00,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:40:00,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:41:32,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:41:32,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:41:48,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:41:48,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:41:57,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:41:57,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:42:01,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:42:01,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:42:20,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:42:20,1,0.375
EIS,4,4,716,admin,Access View,2021-09-27 오전 10:44:40,HR현황,HR_인사통계,Default,Access View ,2021-09-27 오전 1:44:40,1,0.375
EIS,4,4,717,admin,Access View,2021-09-27 오전 10:49:24,HR추이(월별),HR_인사통계,Default,Access View ,2021-09-27 오전 1:49:24,1,0.375
EIS,4,4,725,admin,Access View,2021-09-27 오전 10:51:06,회의자료(태블릿용),본부장 회의,Default,Access View ,2021-09-27 오전 1:51:06,1,0.375
EIS,4,4,712,admin,Access View,2021-09-27 오전 11:20:08,자금,재무 현황,Default,Access View ,2021-09-27 오전 2:20:08,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오전 11:29:05,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 2:29:05,1,0.375
기본값,3,1,729,admin,Access View,2021-09-27 오후 1:05:24,카드,영업 현황,Default,Access View ,2021-09-27 오전 4:05:24,1,0.375
기본값,3,1,730,admin,Access View,2021-09-27 오후 1:06:51,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 4:06:51,1,0.375
기본값,3,1,731,admin,Access View,2021-09-27 오후 1:07:11,현황(팀),영업 현황,Default,Access View ,2021-09-27 오전 4:07:11,1,0.375
기본값,3,1,730,admin,Access View,2021-09-27 오후 1:07:14,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 4:07:14,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오후 1:08:05,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 4:08:05,1,0.375
EIS,4,4,714,admin,Access View,2021-09-27 오후 1:08:11,현황(부문),영업 현황,Default,Access View ,2021-09-27 오전 4:08:11,1,0.375
